Date,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY,Return,High_Low_Spread,Close_Open_Change,Close_to_High,Close_to_Low,Return_1,Return_2,Return_3,Return_5,Return_10,Momentum_3,Momentum_7,Close_lag1,Close_lag2,Close_lag3,MA_5,MA_20,Close_minus_MA_5,Close_minus_MA_20,Volatility_5,Volatility_10,Volatility_20,TR,ATR_14,Prev_Day_Overnight_Return,day_of_week,month,day_of_month,week_of_month,is_month_end,is_quarter_end,Next_Open_SPY,vader_neg,vader_neu,vader_pos,vader_compound,finbert_positive,finbert_negative,finbert_neutral,Next_Open_Return
2018-01-31,249.53163146972656,250.77087506178458,248.4517134080437,250.26634421559672,108364800,0.0004973944910349193,2.3191616537408777,-0.734712745870155,1.239243592058017,1.0799180616828608,-0.01025736605570926,-0.006629917535208807,0.01157832044622209,-0.004519784260030413,0.00819058657435523,-0.01633024942507555,-0.0027941123203760743,249.40757751464844,251.9923553466797,253.6741943359375,251.07528991699218,246.7711166381836,-1.5436584472656136,2.760514831542963,0.00836364315606545,0.00642026297258485,0.005495457305900338,2.3191616537408777,2.0567731626677874,0.003443226182243242,2,1,31,4,1,0,248.79683835681752,0.088,0.826,0.086,0.3291,0.12644635140895844,0.026525869965553284,0.8470277786254883,-0.005871767789572483
2018-02-01,249.24826049804688,250.55833288050155,248.45160617652243,248.79683835681752,90102500,-0.001135611425335692,2.1067267039791204,0.451422141229358,1.3100723824546776,0.7966543215244428,0.0004973944910349193,-0.01025736605570926,-0.006629917535208807,-0.0060710062023152656,0.008741145273008843,-0.010889595618317927,-0.0060362300369607436,249.53163146972656,249.40757751464844,251.9923553466797,250.77080383300782,247.2628303527832,-1.5225433349609432,1.9854301452636776,0.00833201796821382,0.00639880956916729,0.005468295347362671,2.1067267039791204,2.108619719312752,-0.002944689250742094,3,2,1,0,0,0,247.92044598076222,0.157,0.731,0.112,-0.9726,0.15568628907203674,0.24363850057125092,0.6006752252578735,-0.0035225221584142285
2018-02-02,243.8220977783203,248.0532441863662,243.78668312259475,247.92044598076222,173174800,-0.021770112693601296,4.266561063771434,-4.098348202441912,4.231146408045873,0.03541465572556035,-0.001135611425335692,0.0004973944910349193,-0.01025736605570926,-0.03883759868995651,-0.01768883952884104,-0.022394988123406456,-0.027297368798787747,249.24826049804688,249.53163146972656,249.40757751464844,248.80038452148438,247.4327835083008,-4.9782867431640625,-3.6106857299804744,0.00888559427608852,0.009423761528808737,0.0075950189618084075,4.266561063771434,2.285023403603485,-0.005327276967275196,4,2,2,0,0,0,242.05175292519647,0.051,0.86,0.089,0.2617,0.05879329517483711,0.08566323667764664,0.8555434942245483,-0.02367167835774685
2018-02-05,233.62484741210938,244.17617312530967,233.07604178687254,242.05175292519647,294681800,-0.04182250279661748,11.100131338437137,-8.426905513087092,10.551325713200299,0.5488056252368381,-0.021770112693601296,-0.001135611425335692,0.0004973944910349193,-0.07288914740806773,-0.06636256102916704,-0.0637465637679967,-0.06837259746382429,243.8220977783203,249.24826049804688,249.53163146972656,245.12688293457032,247.01276245117188,-11.502035522460943,-13.387915039062506,0.017465049221867843,0.015124016323068321,0.012039253795980281,11.100131338437137,2.830672199750548,-0.0072608056007024135,0,2,5,0,0,0,230.0930896672526,0.131,0.791,0.077,-0.9922,0.033054251223802567,0.9020484685897827,0.064897321164608,-0.04940539828124924
2018-02-06,238.22787475585938,238.73243251969188,228.99547798184503,230.0930896672526,355026800,0.01970264462337079,9.736954537846856,8.134785088606776,0.5045577638325085,9.232396774014347,-0.04182250279661748,-0.021770112693601296,-0.001135611425335692,-0.044825032463708725,-0.04998383527546324,-0.04421449409583289,-0.060890385876707476,233.62484741210938,243.8220977783203,249.24826049804688,242.8909423828125,246.8007667541504,-4.663067626953136,-8.572891998291027,0.02353847310701253,0.017153955155663914,0.012943978439868378,9.736954537846856,3.331430785092402,-0.015117217984210507,1,2,6,0,0,0,237.67014070555834,0.125,0.798,0.077,-0.9812,0.011398226022720337,0.960801362991333,0.02780035510659218,0.03293037200405816
2018-02-07,236.93545532226562,241.0869126296822,236.85576558145914,237.67014070555834,167376100,-0.005425139417115865,4.23114704822305,-0.7346853832927138,4.151457307416564,0.0796897408064865,0.01970264462337079,-0.04182250279661748,-0.021770112693601296,-0.05047927620746995,-0.05477090502944015,-0.028244537795404923,-0.05975141588600752,238.22787475585938,233.62484741210938,243.8220977783203,240.3717071533203,246.4967071533203,-3.436251831054676,-9.561251831054676,0.023091775802364566,0.017077918249717914,0.01296233727794347,4.23114704822305,3.5464020673947556,-0.0023411788014841006,2,2,7,0,0,0,237.23645713294437,0.122,0.818,0.061,-0.9678,0.07381132990121841,0.8653357625007629,0.060852862894535065,-0.0018247288924326793
2018-02-08,228.04830932617188,237.3780887905094,228.01289465841148,237.23645713294437,246449500,-0.03750872145330031,9.365194132097912,-9.188147806772491,9.32977946433752,0.03541466776039215,-0.005425139417115865,0.01970264462337079,-0.04182250279661748,-0.08505556319435625,-0.09061019654497715,-0.023869627514836234,-0.08564001303136859,236.93545532226562,238.22787475585938,233.62484741210938,236.1317169189453,245.7668815612793,-8.083407592773426,-17.718572235107416,0.025198782328062413,0.01964040024287836,0.0152987249582636,9.365194132097912,4.135046933960889,0.0012703958142075145,3,2,8,1,0,0,230.85424200292982,0.139,0.773,0.088,-0.9837,0.06779288500547409,0.813579797744751,0.11862725019454956,-0.026902337048635108
2018-02-09,231.473876953125,233.34158819457997,223.87905367167514,230.85424200292982,283565300,0.015021236671628246,9.462534522904832,0.6196349501951772,1.8677112414549697,7.594823281449862,-0.03750872145330031,-0.005425139417115865,0.01970264462337079,-0.05064438759944612,-0.08751507988791685,-0.0283509971688074,-0.07236659500938802,228.04830932617188,236.93545532226562,238.22787475585938,233.66207275390624,245.11981353759765,-2.1881958007812443,-13.64593658447265,0.028716893811691284,0.020072045622501863,0.0156650673798229,9.462534522904832,4.647815625052688,0.012304115233517043,4,2,9,1,0,0,233.53637439238625,0.118,0.839,0.044,-0.9797,0.06789621710777283,0.8412522077560425,0.09085153043270111,0.011618293717220876
2018-02-12,234.8730010986328,236.35125945040988,231.61555429185336,233.53637439238625,143736000,0.014684698723891776,4.735705158556527,1.3366267062465624,1.4782583517770718,3.2574468067794555,0.015021236671628246,-0.03750872145330031,-0.005425139417115865,0.005342555384623582,-0.06793600633040964,-0.008704709140417988,-0.05767446228386697,231.473876953125,228.04830932617188,236.93545532226562,233.91170349121094,244.56303482055665,0.9612976074218693,-9.69003372192384,0.02375617844928699,0.02142956223548768,0.016017639917753176,4.735705158556527,4.907046581576133,0.008910281654283203,0,2,12,1,0,0,233.66022940422408,0.124,0.784,0.092,-0.9611,0.02442140318453312,0.9142820239067078,0.06129654869437218,0.0005303456995086016
2018-02-13,235.45713806152344,236.0059436100388,233.0760092035083,233.66022940422408,81223600,0.002487033248429027,2.929934406530492,1.7969086572993547,0.5488055485153609,2.3811288580151313,0.014684698723891776,0.015021236671628246,-0.03750872145330031,-0.011630615003283884,-0.055934304771897536,0.032487979223537744,-0.034307635743509146,234.8730010986328,231.473876953125,228.04830932617188,233.35755615234376,244.07750778198243,2.099581909179676,-8.620369720458996,0.021568068015747427,0.021579628332683804,0.016048201150252833,2.929934406530492,4.935497472567481,-0.005163521088996648,1,2,13,1,0,0,233.96124351510812,0.0,0.0,0.0,0.0,0.3591632843017578,0.2166517674922943,0.4241849184036255,0.0012882556507436108
